  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  5  5  0  0  0  0 
  0  0  0  0  5  5  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  5  5  5  5  0  0  0
  0  0  0  5 10 10  5  0  0  0 
  0  0  0  5 10 10  5  0  0  0  
  0  0  0  5  5  5  5  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 10 10 10 10  0  0  0
  0  0  0 10 20 20 10  0  0  0 
  0  0  0 10 20 20 10  0  0  0  
  0  0  0 10 10 10 10  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 20 20 20 20  0  0  0
  0  0  0 20 30 30 20  0  0  0 
  0  0  0 20 30 30 20  0  0  0  
  0  0  0 20 20 20 20  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0 
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0 30 30 30 30  0  0  0
  0  0  0 30 40 40 30  0  0  0 
  0  0  0 30 40 40 30  0  0  0  
  0  0  0 30 30 30 30  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  0  0  0  0  0 
